ID_cellule	Longitude	Latitude	January	February	March	April	May	June	July	August	September	October	November	December	Min	Max	Range	Mean
ID1297	8.51	38.91	13.42984245	12.78999229	12.85920506	13.62267115	15.65739017	19.15489935	22.19574053	23.83951834	23.31912514	20.91479137	17.8163208	15.17838881	11.71115273	25.42902226	13.71786953	17.56482379
ID1298	8.51	39.01	13.52196024	12.84580659	12.88604605	13.65563171	15.74167507	19.28415215	22.3646371	23.94313194	23.32142575	20.90600905	17.83641772	15.25088573	11.85179649	25.4271248	13.57532831	17.62981493
ID1299	8.51	39.11	13.55105544	12.85066943	12.87625941	13.66067419	15.79092799	19.36568108	22.46466383	23.98040816	23.29994999	20.8811824	17.82866995	15.27274608	11.91405936	25.40649978	13.49244042	17.65190733
ID1300	8.51	39.51	13.33001588	12.65598913	12.71138838	13.54782773	15.70925255	19.25350565	22.26904716	23.68765306	23.11436209	20.72885584	17.6585849	15.07197749	11.76472427	25.29932633	13.53460206	17.47820499
ID1301	8.51	39.61	13.27957203	12.61474556	12.67706353	13.52141624	15.68824652	19.23022412	22.230641	23.63728163	23.07113969	20.69104864	17.61413681	15.02457963	11.73641716	25.27558975	13.53917259	17.44000795
ID1302	8.51	39.71	13.23399183	12.57858781	12.64527444	13.494137	15.66497542	19.20576739	22.19610308	23.59089141	23.02655637	20.65134987	17.56732367	14.97886115	11.71391855	25.25310822	13.53918968	17.40281829
ID1303	8.51	39.81	13.19730512	12.54897737	12.61639382	13.46528545	15.63777482	19.17704679	22.16216015	23.54701183	22.97959421	20.60793328	17.51877603	14.93642138	11.70295227	25.23103224	13.52807997	17.36622335
ID1304	8.51	39.91	13.17209315	12.5259431	12.59014004	13.43540966	15.61022214	19.15064803	22.13524608	23.51470549	22.93524549	20.56342091	17.47332791	14.90142089	11.70014349	25.21049321	13.51034972	17.33398524
ID1305	8.51	40.01	13.15423765	12.50591423	12.56436657	13.40577498	15.58686984	19.13298081	22.11804196	23.49745196	22.89739836	20.52385473	17.43682331	14.87515036	11.69711403	25.19077684	13.4936628	17.30823873
ID1306	8.51	40.11	13.13584945	12.48526586	12.53875688	13.37903323	15.5695755	19.12493987	22.10829825	23.49067812	22.86459629	20.49062123	17.40718574	14.85214228	11.69393074	25.17210931	13.47817856	17.28724523
ID1307	8.51	40.21	13.11160303	12.46152556	12.51213258	13.35232701	15.55282424	19.12063589	22.1026779	23.48720157	22.8329315	20.45994016	17.3770371	14.82478018	11.68545059	25.1531981	13.46774752	17.26630139
ID1308	8.51	40.31	13.08359803	12.43723934	12.4855855	13.32479308	15.53325422	19.11432798	22.09771257	23.48274974	22.80220463	20.42979934	17.34338595	14.79256718	11.67341195	25.13293116	13.45951922	17.2439348
ID1309	8.51	40.81	12.76428384	12.1510231	12.26296138	13.21001802	15.52551768	19.26947141	22.4074254	23.84481053	22.82265714	20.34353111	17.18809547	14.56980059	11.1894761	24.95100684	13.76153074	17.19663297
ID1310	8.51	40.91	12.75956867	12.13122856	12.23576455	13.18677505	15.50532974	19.278923	22.43875892	23.86580712	22.79720607	20.32523722	17.19578819	14.58325852	11.22478829	24.93592442	13.71113614	17.19197047
ID1311	8.51	41.01	12.85841096	12.18988432	12.24779263	13.15109825	15.44991587	19.21603237	22.3691601	23.79060999	22.74127613	20.29664218	17.2411571	14.66981713	11.43049852	24.91762604	13.48712752	17.18514975
ID1312	8.51	41.11	12.92626025	12.23879981	12.26128427	13.13400282	15.42549459	19.16524734	22.31188041	23.73248466	22.71324505	20.28007296	17.26490268	14.71807563	11.56192939	24.89345915	13.33152977	17.18097921
ID1313	8.51	41.81	12.94140629	12.23823842	12.17913012	12.93856199	15.16390768	18.81475779	21.85041479	23.27148751	22.34535866	20.00264049	17.09076707	14.6385455	11.72032952	24.3787015	12.65837198	16.95626803
ID1314	8.51	41.91	12.90876154	12.22576101	12.16770085	12.90062238	15.14062078	18.76589706	21.77552322	23.18831294	22.27908482	19.95151046	17.03146484	14.57703937	11.70446686	24.32064983	12.61618297	16.90935827
ID1315	8.51	42.11	12.85165901	12.19134714	12.11414394	12.77011198	14.9980486	18.61471326	21.6299284	23.07966885	22.13322905	19.8237768	16.92396347	14.49730077	11.68236004	24.12798978	12.44562974	16.80232427
ID1316	8.51	42.21	12.83036721	12.17724377	12.10161569	12.75118762	14.99633509	18.62852723	21.65274053	23.11429543	22.13867519	19.80006324	16.89876643	14.46755805	11.65393138	24.11625232	12.46232094	16.79644796
ID1317	8.51	42.31	12.81097992	12.16287431	12.08926737	12.73786787	14.99348964	18.64000528	21.67914835	23.15702146	22.15426339	19.78887145	16.87890796	14.44955771	11.63150324	24.14673067	12.51522743	16.79518789
ID1318	8.51	42.41	12.79922021	12.15131582	12.08002932	12.73443745	15.0036989	18.67879447	21.72627844	23.21730034	22.19008589	19.78746733	16.8707986	14.44464479	11.61875188	24.17637285	12.55762097	16.80700596
ID1319	8.51	44.31	12.82876031	12.19142991	12.02874403	12.45986562	14.89849509	18.79920743	21.74722718	22.82872539	21.54417175	19.14499598	16.53438763	14.36255677	11.51802915	24.17696354	12.65893439	16.61404726
ID1320	8.61	36.91	14.79854918	13.76263724	13.54772948	14.30120126	16.40878651	19.94525597	23.09528834	24.54915786	23.5332416	21.48583264	18.90096196	16.58265283	12.71043866	25.74295057	13.0325119	18.40927457
ID1321	8.61	37.01	14.85555768	13.79299044	13.55750584	14.30977121	16.42162394	19.95710397	23.10292009	24.54956188	23.51663252	21.52129085	18.97215729	16.6561132	12.74519104	25.74161545	12.99642442	18.43443574
ID1322	8.61	37.11	14.86156516	13.80597624	13.5510408	14.26979104	16.37256342	19.93267109	23.11778611	24.59930776	23.63397298	21.52507487	18.86822054	16.61469858	12.78739468	25.77258397	12.98518929	18.42938905
ID1323	8.61	37.21	14.81786733	13.78953022	13.54061651	14.25141609	16.34143189	19.90759855	23.09880767	24.59883289	23.67156364	21.49127282	18.76498706	16.54443905	12.78257074	25.77303364	12.9904629	18.40153031
ID1324	8.61	37.31	14.7726207	13.77016566	13.52804737	14.23220201	16.29846235	19.85873456	23.06851769	24.57457049	23.67731641	21.44620678	18.69029692	16.48881742	12.75778428	25.73838743	12.98060314	18.3671632
ID1325	8.61	37.41	14.72350478	13.7481281	13.51493397	14.21750348	16.27681294	19.8349002	23.05541046	24.55655132	23.67752663	21.39409132	18.62264559	16.42986923	12.72271902	25.75293876	13.03021974	18.3376565
ID1326	8.61	37.51	14.66900693	13.72345357	13.50245875	14.1988815	16.24144599	19.79065238	23.02228489	24.53302238	23.65675822	21.33423199	18.55314198	16.36446058	12.6797298	25.73405319	13.05432339	18.29914993
ID1327	8.61	38.71	13.67701938	12.92563363	12.92262845	13.65403158	15.71218008	19.31715895	22.45912745	24.10067532	23.36392763	20.96069473	17.9288748	15.40538089	12.03371725	25.48669696	13.45297971	17.70227774
ID1328	8.61	38.81	13.61309741	12.87341549	12.889149	13.61309547	15.66751209	19.22716944	22.3174582	23.97678984	23.356601	20.94366053	17.89759492	15.35136101	11.91317134	25.47908984	13.5659185	17.6439087
ID1329	8.61	38.91	13.60716337	12.88722213	12.90605466	13.65025401	15.73197973	19.29790597	22.39855837	24.01273457	23.35316976	20.93378945	17.88542483	15.33825093	11.92008732	25.46794661	13.54785929	17.66687565
ID1330	8.61	39.01	13.60733458	12.8964178	12.91204135	13.67858247	15.79515142	19.37976972	22.497302	24.05888181	23.34587995	20.92103663	17.87298798	15.33094946	11.95307846	25.45489218	13.50181372	17.69136126
ID1331	8.61	40.81	12.74001109	12.12231558	12.25226412	13.21181598	15.53208732	19.27452108	22.41266167	23.84577924	22.80846447	20.32911296	17.17947601	14.55772567	11.0928873	24.95716012	13.86427282	17.18885293
ID1332	8.61	40.91	12.73442865	12.09786471	12.22299119	13.19157965	15.51011058	19.27511536	22.42830184	23.8530315	22.77770865	20.30945549	17.18676055	14.57264947	11.09278397	24.928332	13.83554803	17.1799998
ID1333	8.61	41.01	12.86162375	12.18097765	12.23647543	13.14499827	15.44006987	19.20193953	22.35533445	23.7815377	22.71938435	20.27195144	17.23137124	14.67553967	11.41450946	24.89996966	13.4854602	17.17510028
ID1334	8.61	41.71	12.93903744	12.24095205	12.1594676	12.90981536	15.11842746	18.75563718	21.82332686	23.3062841	22.37077986	19.97364279	17.08696942	14.63101112	11.70874533	24.57315537	12.86441004	16.94294594
ID1335	8.61	41.91	12.87713952	12.22196608	12.13611729	12.8321062	15.06164684	18.65919198	21.62218643	23.07460793	22.17986702	19.82504041	16.92746074	14.50872098	11.69049877	24.24306317	12.55256439	16.82717095
ID1336	8.61	42.01	12.86013819	12.20763006	12.11709301	12.77770867	15.00511642	18.61814276	21.60047383	23.04043191	22.10213533	19.78730298	16.89555028	14.48843288	11.68877007	24.16121681	12.47244673	16.79167969
ID1337	8.61	42.11	12.84140232	12.19783869	12.10934238	12.75425575	14.9813555	18.58105185	21.57095844	23.01777566	22.07435479	19.74402789	16.85009672	14.45565712	11.658688	24.15824382	12.49955582	16.76484309
ID1338	8.61	42.21	12.8244792	12.18393607	12.12708334	12.8022907	15.05876599	18.72091941	21.76194946	23.22968821	22.22166876	19.79208495	16.85959247	14.45207917	11.61070816	24.30854402	12.69783586	16.83621148
ID1339	8.61	42.41	12.7489954	12.11889591	12.05979081	12.7261649	15.01289237	18.69473737	21.73861824	23.20302963	22.1295845	19.70464653	16.79876753	14.38887695	11.54760452	24.16407309	12.61646857	16.77708335
ID1340	8.61	42.51	12.78456683	12.13228607	12.05832736	12.70826036	14.97655441	18.67455506	21.72693496	23.21765844	22.14769743	19.70916756	16.82020557	14.43203766	11.59307962	24.17244696	12.57936734	16.78235431
ID1341	8.61	42.61	12.79714533	12.12861355	12.05115428	12.69318176	14.94972794	18.65964855	21.72567714	23.23004251	22.17354808	19.71890466	16.82869485	14.44989584	11.59947693	24.19052119	12.59104426	16.78385287
ID1342	8.61	44.31	12.89789852	12.2522432	12.07288523	12.49374272	14.96429218	18.86438233	21.82085587	22.88908353	21.58585515	19.16695711	16.54904572	14.40612787	11.58400069	24.22618076	12.64218006	16.66361412
ID1343	8.61	44.41	12.85630262	12.22900748	12.0769308	12.56167332	15.02119078	18.89589325	21.85474111	22.99140037	21.70960571	19.20112404	16.52354482	14.37027081	11.54107076	24.30383665	12.76276589	16.69097376
ID1344	8.71	36.91	14.76110787	13.73178761	13.52866485	14.27891082	16.3828012	19.92205043	23.06825761	24.53229553	23.51723221	21.45887964	18.87244632	16.54002548	12.66900542	25.72143787	13.05243245	18.38287163
ID1345	8.71	37.01	14.80335215	13.75104693	13.53525896	14.28561836	16.39441613	19.93293865	23.07442383	24.53291412	23.51044572	21.48717844	18.9295877	16.59631213	12.68414468	25.71310361	13.02895893	18.40279109
ID1346	8.71	37.11	14.83059777	13.77882991	13.53509268	14.25676957	16.36319789	19.91668216	23.09358172	24.57191005	23.60102854	21.49280299	18.86524541	16.59206645	12.73155434	25.72867448	12.99712013	18.40815043
ID1347	8.71	37.31	14.76476461	13.75718808	13.51837927	14.22047659	16.30310244	19.85732467	23.06413977	24.57042655	23.6532171	21.43341906	18.68875925	16.48009145	12.72938115	25.73210066	13.00271951	18.35927407
ID1348	8.71	37.41	14.71312224	13.73067179	13.50398132	14.20191626	16.26550194	19.81828957	23.0392882	24.54809821	23.64596246	21.38092638	18.61525334	16.41580278	12.70644492	25.73545484	13.02900993	18.32323454
ID1349	8.71	37.51	14.65463285	13.70146019	13.48728888	14.18077018	16.22892388	19.77893097	23.01022776	24.52320486	23.62448199	21.32362339	18.53987644	16.34473702	12.68250872	25.72041128	13.03790256	18.28317987
ID1350	8.71	38.71	13.69907619	12.93693505	12.91561318	13.64460089	15.72021651	19.34422061	22.51827269	24.15284427	23.37316464	20.95864656	17.92491123	15.42925375	12.06401819	25.52590841	13.46189022	17.7181463
ID1351	8.71	38.81	13.67988382	12.92787257	12.91622542	13.65170877	15.74305149	19.34955551	22.49948062	24.12173029	23.37779351	20.95774022	17.91917545	15.40949269	12.02269606	25.51588254	13.49318648	17.7128092
ID1352	8.71	38.91	13.66388083	12.92783128	12.92660931	13.67829951	15.79246688	19.39621418	22.53723458	24.12584546	23.37275636	20.94528724	17.90811874	15.39165705	12.00762045	25.49743696	13.4898165	17.72218345
ID1353	8.71	40.91	12.8428384	12.16658914	12.24166238	13.1665189	15.46247816	19.22862471	22.3946265	23.83117998	22.74553031	20.27745387	17.21664236	14.65822642	11.30650673	24.93265727	13.62615053	17.18603093
ID1354	8.71	41.01	12.8869922	12.18806909	12.23145797	13.13498711	15.4284334	19.19537117	22.36428556	23.80085568	22.71154383	20.24818222	17.22370956	14.69363506	11.43085716	24.90912577	13.47826861	17.1756269
ID1355	8.71	41.11	12.92851893	12.22049722	12.23796391	13.11381542	15.40421229	19.15244608	22.313445	23.7523003	22.6829753	20.20875886	17.21824394	14.71113955	11.53529602	24.89139858	13.35610256	17.1620264
ID1356	8.71	41.21	12.94451719	12.23312471	12.23902398	13.0951646	15.37293956	19.093828	22.24336012	23.69134324	22.65394711	20.16675973	17.20577324	14.70754192	11.54504225	24.87395872	13.32891647	17.13727695
ID1357	8.71	41.31	12.94013869	12.23428257	12.23094115	13.06565336	15.31801321	19.01256124	22.13698471	23.60459386	22.61036258	20.10405835	17.16123447	14.67963971	11.55800736	24.86035644	13.30234909	17.09153866
ID1358	8.71	41.41	12.92779435	12.24039785	12.22488827	13.0374471	15.25530706	18.90246667	21.99369198	23.49827392	22.54761954	20.0307511	17.10297931	14.63425558	11.53391826	24.82752874	13.29361049	17.03298939
ID1359	8.71	41.51	12.92867251	12.24594001	12.20835924	13.00168037	15.2077551	18.81602047	21.89474671	23.41321909	22.46043152	19.95026685	17.05147755	14.60344584	11.56902413	24.75875933	13.1897352	16.98183461
ID1360	8.71	41.61	12.92508867	12.24610851	12.19205135	12.96815147	15.18489949	18.79886595	21.87093488	23.37411822	22.4155774	19.9268021	17.02706234	14.58914961	11.63258842	24.65720298	13.02461455	16.95990083
ID1361	8.71	41.71	12.916042	12.24280094	12.18018866	12.93820286	15.15725775	18.76768879	21.82308357	23.32076199	22.36704748	19.89958831	16.99840528	14.56989691	11.65726411	24.58994104	12.93267693	16.93174705
ID1362	8.71	41.81	12.90008747	12.24001132	12.17433839	12.91396935	15.1416856	18.75117852	21.78808869	23.28255979	22.31808548	19.86091994	16.9552326	14.53863458	11.6770113	24.5231341	12.8461228	16.90539931
ID1363	8.71	41.91	12.8833585	12.23066197	12.17507646	12.89270812	15.13461747	18.77641676	21.81576052	23.28794567	22.31124714	19.86545992	16.9343694	14.52236417	11.64950316	24.46584748	12.81634432	16.90249884
ID1364	8.71	42.11	12.85254553	12.21088559	12.15219216	12.83574285	15.09018628	18.7468671	21.78642837	23.24828769	22.24017883	19.79403982	16.86464887	14.475362	11.62505686	24.3826293	12.75757244	16.85811376
ID1365	8.71	42.21	12.83484086	12.19694699	12.14383992	12.82575512	15.0938233	18.77204004	21.82377263	23.28810883	22.24936863	19.77282912	16.83921377	14.45636339	11.59976195	24.39264429	12.79288234	16.85807522
ID1366	8.71	42.31	12.80178734	12.16827285	12.11599443	12.7922886	15.07156699	18.76069542	21.81509955	23.27681385	22.21304983	19.73339157	16.80673453	14.4253324	11.56411032	24.33995926	12.77584894	16.83175228
ID1367	8.71	42.41	12.79060372	12.15274221	12.09349686	12.76024795	15.04461611	18.74406511	21.80089357	23.26350194	22.18171795	19.70245893	16.78883104	14.41696174	11.56100521	24.29337022	12.73236501	16.81167809
ID1368	8.71	42.51	12.79071461	12.1347125	12.06108147	12.71694035	14.99629413	18.71164703	21.78940274	23.24937319	22.1371057	19.66248545	16.77526182	14.42632697	11.56033139	24.24187637	12.68154498	16.78761216
ID1369	8.71	42.61	12.79583392	12.12909599	12.04939582	12.69391418	14.97507259	18.71067486	21.80045927	23.26461219	22.14545174	19.65994172	16.77695565	14.4370947	11.57349536	24.25283301	12.67933765	16.78654189
ID1370	8.71	44.31	12.84721679	12.20946	12.04955261	12.50168192	15.00754515	18.90668915	21.87499292	22.92630759	21.61033405	19.17349916	16.54237052	14.37824385	11.50510308	24.262347	12.75724392	16.66899114
ID1371	8.71	44.41	12.8015949	12.17201934	12.03393823	12.5231048	15.02208275	18.9128016	21.88567417	22.96838211	21.65800302	19.18578519	16.52852272	14.34724944	11.44785466	24.28441379	12.83655912	16.66992986
ID1372	8.81	36.91	14.72748272	13.71068461	13.51041177	14.25092972	16.34710691	19.89165745	23.05016014	24.52907987	23.52997432	21.42908697	18.81795158	16.49197639	12.65034774	25.70941594	13.0590682	18.35720854
ID1373	8.81	37.01	14.78158098	13.73665434	13.51924427	14.25994486	16.35929927	19.90028699	23.05409991	24.52591927	23.52072755	21.4582446	18.88622917	16.56268889	12.67192288	25.69509349	13.02317061	18.38041001
ID1374	8.81	37.11	14.8180379	13.76454937	13.52170951	14.24249732	16.34162829	19.89003566	23.06622471	24.54789418	23.57182385	21.46604753	18.86661318	16.58356522	12.7122811	25.69681901	12.9845379	18.39005223
ID1375	8.81	37.41	14.7037548	13.71683096	13.49297976	14.18836416	16.25208316	19.80487661	23.02407758	24.53748712	23.62604583	21.37003069	18.62146371	16.40856497	12.69156597	25.72547187	13.03390591	18.31221328
ID1376	8.81	37.51	14.64209044	13.68374431	13.47446528	14.16631585	16.21478157	19.76381833	22.99279128	24.51203072	23.60258137	21.31217041	18.5378287	16.33065871	12.67088323	25.71641043	13.0455272	18.26943975
ID1377	8.81	38.71	13.70403474	12.93670522	12.90437289	13.641194	15.74125441	19.38746936	22.58185271	24.20402421	23.38593105	20.96703495	17.92970046	15.44619969	12.07846027	25.5465976	13.46813733	17.73581447
ID1378	8.81	38.81	13.69993998	12.93860725	12.91250736	13.65710972	15.77690027	19.41320337	22.59318397	24.20004954	23.39550006	20.97077816	17.93244983	15.43849878	12.06332829	25.54389835	13.48057006	17.74406069
ID1379	8.81	38.91	13.6868245	12.94011352	12.9263755	13.68654335	15.82840051	19.46041985	22.62944014	24.20624385	23.39123834	20.95761716	17.92401446	15.4220859	12.04989164	25.52776194	13.4778703	17.75494309
ID1380	8.81	40.91	12.88177956	12.18943772	12.24838752	13.15967857	15.45707684	19.21982656	22.39752347	23.83978403	22.72992546	20.25260528	17.22197958	14.68827797	11.36835922	24.94344128	13.57508206	17.19052355
ID1381	8.81	41.01	12.89251451	12.18326351	12.22844265	13.13730988	15.43866548	19.20188472	22.38153337	23.82235472	22.70212062	20.22648676	17.21622148	14.69910791	11.39941196	24.91398799	13.51457603	17.17749213
ID1382	8.81	41.11	12.92357479	12.20589303	12.22993887	13.11459082	15.40657709	19.1505695	22.32281014	23.77334409	22.67409408	20.18182146	17.20091286	14.70892211	11.4831973	24.89270622	13.40950891	17.15775407
ID1383	8.81	41.21	12.93401434	12.21636314	12.22932171	13.08998132	15.35833947	19.06781733	22.2333049	23.70374994	22.64133681	20.12927849	17.17790104	14.69879525	11.49897926	24.88094331	13.38196405	17.12335031
ID1384	8.81	41.31	12.92610509	12.2189742	12.22263336	13.05306219	15.28179333	18.94848695	22.10457367	23.60707653	22.593227	20.05720959	17.12567068	14.66574572	11.50175739	24.87621583	13.37445844	17.06704653
ID1385	8.81	41.41	12.91015743	12.22631894	12.2215776	13.02424474	15.21370692	18.81965457	21.94146745	23.49300167	22.52936966	19.9790981	17.06191083	14.61945819	11.47645424	24.85945797	13.38300373	17.00333051
ID1386	8.81	41.51	12.9175794	12.24219433	12.21842183	13.00694875	15.21089944	18.81574452	21.9138476	23.44980981	22.47726831	19.94202111	17.03060534	14.59714503	11.53743781	24.79340879	13.25597097	16.98520712
ID1387	8.81	41.61	12.91993365	12.24923247	12.20874204	12.98236384	15.20501955	18.82418654	21.90869618	23.42031962	22.43700347	19.92229375	17.00801915	14.58300102	11.60547428	24.70259274	13.09711846	16.97240094
ID1388	8.81	41.71	12.91445785	12.2492428	12.19918901	12.95619731	15.18625007	18.80838319	21.87862141	23.37930415	22.39446175	19.89617993	16.98031344	14.56542994	11.63571509	24.63742965	13.00171456	16.95066924
ID1389	8.81	41.81	12.90392847	12.2480435	12.19459604	12.93536528	15.1752744	18.80348962	21.863071	23.35643139	22.35858514	19.86585679	16.94572968	14.54265075	11.65171461	24.588428	12.93671339	16.93275184
ID1390	8.81	41.91	12.89353334	12.24449214	12.19867542	12.9232235	15.17848304	18.83686388	21.90446089	23.38236483	22.35991426	19.85954673	16.92115197	14.5293225	11.63309104	24.56900872	12.93591768	16.93600271
ID1391	8.81	42.51	12.81143805	12.15365744	12.07961976	12.73432759	15.02473531	18.75382818	21.8391509	23.28877009	22.15642905	19.64811788	16.7594485	14.43711893	11.56250606	24.31577858	12.75327252	16.80722014
ID1392	8.81	42.61	12.8078608	12.13588353	12.05246305	12.69466461	14.98783939	18.74080347	21.84481256	23.29416964	22.14117288	19.63188459	16.75345931	14.44194778	11.56420681	24.30255774	12.73835094	16.79391347
ID1393	8.81	42.71	12.81202136	12.13389332	12.04711142	12.67410261	14.96056911	18.7229206	21.81766633	23.29209809	22.15592022	19.63562578	16.75143047	14.44694838	11.57688153	24.29753863	12.7206571	16.78752564
ID1394	8.81	44.31	12.87008676	12.22590649	12.06507381	12.53212103	15.05757859	18.94862397	21.91933216	22.96265324	21.64306503	19.19020508	16.55970093	14.40335839	11.51954193	24.29702391	12.77748198	16.69814212
ID1395	8.81	44.41	12.83197434	12.19177646	12.04816928	12.54097785	15.05794351	18.94539486	21.92147536	22.98889726	21.6696159	19.19654395	16.55168306	14.3807968	11.47298492	24.30006003	12.8270751	16.69377072
ID1396	8.91	37.01	14.74907399	13.71448305	13.49816615	14.23261997	16.31769174	19.85851465	23.02629282	24.51415703	23.52901534	21.425081	18.83609359	16.52059844	12.65541683	25.67731068	13.02189385	18.35181565
ID1397	8.91	37.11	14.81322466	13.75051263	13.5094875	14.23697712	16.32490507	19.8638823	23.03290635	24.51619667	23.53097239	21.44891004	18.89494968	16.5927323	12.69385825	25.66084457	12.96698632	18.37630473
ID1398	8.91	37.21	14.81205079	13.76201479	13.50712267	14.20976373	16.30043149	19.85238435	23.04671919	24.5439072	23.58675995	21.43770649	18.82994025	16.5631908	12.72013756	25.66699896	12.9468614	18.37099931
ID1399	8.91	37.31	14.77424277	13.7480535	13.49972449	14.19282909	16.26904801	19.82500139	23.03475789	24.54499935	23.61383236	21.41419905	18.7474915	16.50655106	12.71326201	25.6912045	12.9779425	18.34756087
ID1400	8.91	37.41	14.70798791	13.71308668	13.48658065	14.17968808	16.24109945	19.79721482	23.01579087	24.53142048	23.61556127	21.36871243	18.6469058	16.41890694	12.68129251	25.72032916	13.03903665	18.31024628
ID1401	8.91	37.51	14.63965021	13.67435404	13.46648327	14.15745455	16.20291071	19.75013385	22.97903817	24.50374239	23.58827055	21.30654667	18.55097856	16.33132023	12.65179196	25.71489833	13.06310637	18.2625736
ID1402	8.91	37.61	14.58147982	13.64447202	13.44700129	14.12911618	16.16417512	19.71100334	22.94308889	24.47704619	23.55499956	21.24104437	18.4551013	16.24647966	12.64443303	25.69411252	13.04967949	18.21625065
ID1403	8.91	37.71	14.48521167	13.58360416	13.41416813	14.09296935	16.13676904	19.69373717	22.92575722	24.46250352	23.52690519	21.16305133	18.34376738	16.11887429	12.59193113	25.66331826	13.07138714	18.16227654
ID1404	8.91	38.71	13.69595821	12.92131753	12.88012312	13.62897569	15.75905844	19.42742577	22.63661054	24.24853031	23.4039612	20.98497177	17.94017092	15.45840663	12.08046596	25.56404199	13.48357603	17.74879251
ID1405	8.91	38.81	13.6970834	12.9241319	12.89130402	13.64965129	15.80115366	19.45975379	22.655906	24.25645695	23.4196583	20.99464671	17.95423837	15.45947555	12.07050422	25.5735809	13.50307669	17.76362166
ID1406	8.91	38.91	13.68877328	12.92830332	12.9079855	13.6782385	15.84676926	19.49860301	22.68347395	24.26158661	23.41530917	20.98025627	17.94705357	15.44514174	12.05961293	25.56360478	13.50399185	17.77345785
ID1407	8.91	41.01	12.88870647	12.17233351	12.22521335	13.14495941	15.45936701	19.2165869	22.40524586	23.84800939	22.69438674	20.20789979	17.20741616	14.69857244	11.345618	24.91839738	13.57277938	17.18072475
ID1408	8.91	41.11	12.91782236	12.18616369	12.21978064	13.11874566	15.41287803	19.15345797	22.34051809	23.80225102	22.66085436	20.15346639	17.18736312	14.7119436	11.4297864	24.89250957	13.46272317	17.15543708
ID1409	8.91	41.21	12.92376164	12.19184266	12.21517166	13.08643791	15.34338839	19.03485476	22.22290545	23.72220307	22.62580899	20.09161339	17.15854063	14.6978575	11.4439851	24.89085772	13.44687263	17.10953217
ID1410	8.91	41.31	12.90776962	12.19245968	12.20653543	13.03339825	15.22119668	18.84432094	22.05128797	23.60546109	22.56906562	19.99890199	17.08988128	14.655359	11.43770346	24.90479771	13.46709425	17.03130313
ID1411	8.91	41.41	12.87484563	12.19960421	12.2143098	13.00085338	15.12099472	18.62837541	21.78672065	23.44114847	22.48751731	19.88749851	16.99804466	14.59213679	11.36326359	24.92186941	13.55860582	16.93600413
ID1412	8.91	41.51	12.90352091	12.23719219	12.23626414	13.01816277	15.2132248	18.80358306	21.9392127	23.51189697	22.50192061	19.93303349	17.00512591	14.59477542	11.49350491	24.85489607	13.36139116	16.99149275
ID1413	8.91	41.61	12.91932382	12.25798344	12.23932365	13.00763486	15.24226916	18.87734405	21.99357135	23.51559088	22.48216577	19.933309	16.99242087	14.58890673	11.57404624	24.78088657	13.20684033	17.00415363
ID1414	8.91	41.71	12.92063192	12.26437372	12.23434956	12.98743181	15.23773686	18.88875684	21.99146823	23.49177406	22.44925882	19.90879981	16.96688291	14.57479083	11.60861613	24.72299377	13.11437765	16.99302128
ID1415	8.91	42.61	12.81828712	12.13178313	12.0411226	12.68167544	14.99021186	18.7679384	21.89909978	23.32892721	22.12670281	19.60091869	16.73236508	14.45134017	11.54876113	24.34430153	12.7955404	16.79753102
ID1416	8.91	42.71	12.82166242	12.13061127	12.03487223	12.65354264	14.95394854	18.74115089	21.86609272	23.32576987	22.14248807	19.61045681	16.73353106	14.4556306	11.56776335	24.33184876	12.7640854	16.78914643
ID1417	8.91	44.31	12.90823591	12.25151324	12.08421366	12.56167466	15.11360151	18.99742717	21.96961657	22.99207054	21.66672202	19.21023776	16.58993824	14.44342694	11.54921583	24.32806607	12.77885024	16.73238985
ID1418	8.91	44.41	12.87385756	12.21957998	12.06818022	12.56843737	15.10748077	18.98943578	21.96738047	23.01872103	21.68911168	19.21287541	16.58239145	14.42543049	11.51045356	24.32198941	12.81153585	16.72690685
ID1419	9.01	37.11	14.69875444	13.65645309	13.47675129	14.25045083	16.33312089	19.84833788	22.98389251	24.46733669	23.47962599	21.43202077	18.88922455	16.51437625	12.56471581	25.63586081	13.071145	18.3358621
ID1420	9.01	37.21	14.8254263	13.7567724	13.49803233	14.21054137	16.29402129	19.83934888	23.01310594	24.51046152	23.54367577	21.43255387	18.88530654	16.58728962	12.70764522	25.62943392	12.9217887	18.36637799
ID1421	9.01	37.31	14.79627887	13.75259824	13.49184674	14.18038899	16.24274127	19.80622012	23.02230133	24.53517826	23.58579394	21.40245736	18.7881092	16.53405168	12.71155445	25.68581446	12.97426002	18.3448305
ID1422	9.01	37.41	14.71253571	13.7109391	13.47672952	14.16948898	16.2279221	19.79732088	23.02778976	24.53875459	23.6072365	21.36665921	18.68520597	16.43104906	12.66267428	25.71637455	13.05370027	18.31263595
ID1423	9.01	37.51	14.61609724	13.65854258	13.45390664	14.14582208	16.19147171	19.74791462	22.98557723	24.50600985	23.57722933	21.29628776	18.56836321	16.31453449	12.60318422	25.68365489	13.08047067	18.2551464
ID1424	9.01	37.61	14.57558005	13.63711492	13.43802925	14.11775718	16.14534245	19.68595527	22.92232983	24.4639981	23.5313564	21.22591441	18.4604539	16.24656401	12.592483	25.64201615	13.04953315	18.20419965
