ID_taxon	Super_class	Order	Family	Genus	Species	Max_length	Vertical_Distribution	Littoral	Continental_shelf	Continental_slope	Open_ocean	Habitat_soft	Habitat_rocky	Habitat_posidonia	Min_depth	Max_depth	Migration	Reproduction	Sex_reversal	Semelparity	Behavior	Diet	Trophic_level	Origin
140	osteichthyen	Pleuronectiformes	Cynoglossidae	Cynoglossus	Cynoglossus_sinusarabici	15	Benthic	0	1	0	0	1	0	0	5	15	no	Oviparous	no	no	Solitary	Carnivorous	3.3	L
558	osteichthyen	Anguilliformes	Muraenesocidae	Cynoponticus	Cynoponticus_ferox	200	Benthic	0	1	0	0	1	0	0	10	100	NA	Oviparous	no	no	Solitary	Carnivorous	3.6	U
267	osteichthyen	Scorpaeniformes	Dactylopteridae	Dactylopterus	Dactylopterus_volitans	55	Benthic	0	1	0	0	1	0	0	15	50	no	Oviparous	no	no	Solitary	Carnivorous	3.7	U
514	chondrichtyen	Squaliformes	Dalatiidae	Dalatias	Dalatias_licha	180	Demersal	0	1	1	0	0	1	0	300	700	no	Ovoviviparous	no	no	Both	Carnivorous	4.2	U
559	osteichthyen	Anguilliformes	Ophichthidae	Dalophis	Dalophis_imberbis	150	Benthic	1	0	0	0	1	0	0	20	80	NA	Oviparous	no	no	NA	Carnivorous	4	U
268	chondrichtyen	Rajiformes	Dasyatidae	Dasyatis	Dasyatis_centroura	220	Benthic	0	1	0	0	1	0	0	5	50	Oceanodromous	Ovoviviparous	no	no	Gregarious	Carnivorous	3.8	U
63	chondrichtyen	Rajiformes	Dasyatidae	Dasyatis	Dasyatis_tortonesei	80	Benthic	0	1	0	0	1	0	0	5	200	Oceanodromous	Ovoviviparous	no	no	Gregarious	Carnivorous	4	E
633	osteichthyen	Perciformes	Carangidae	Decapterus	Decapterus_russelli	40	Demersal	1	0	0	0	1	0	0	1	100	no	Oviparous	no	no	Gregarious	Carnivorous	3.7	L
270	osteichthyen	Perciformes	Gobiidae	Deltentosteus	Deltentosteus_collonianus	7	Benthic	1	0	0	0	1	0	1	5	120	no	Oviparous	no	no	Solitary	Carnivorous	3.6	U
271	osteichthyen	Perciformes	Gobiidae	Deltentosteus	Deltentosteus_quadrimaculatus	9	Benthic	0	1	0	0	1	0	0	15	50	no	Oviparous	no	no	Solitary	Carnivorous	3.1	U
272	osteichthyen	Perciformes	Sparidae	Dentex	Dentex_dentex	100	Benthic	0	1	1	0	0	1	0	15	50	Oceanodromous	Oviparous	no	no	Both	Carnivorous	4.5	U
273	osteichthyen	Perciformes	Sparidae	Dentex	Dentex_gibbosus	100	Benthic	0	1	1	0	0	1	0	40	130	no	Oviparous	Protandrous	no	Gregarious	Carnivorous	4.1	U
274	osteichthyen	Perciformes	Sparidae	Dentex	Dentex_macrophthalmus	65	Benthic	0	1	0	0	1	1	0	50	150	Oceanodromous	Oviparous	no	no	Gregarious	Carnivorous	3.5	U
275	osteichthyen	Perciformes	Sparidae	Dentex	Dentex_maroccanus	45	Benthic	1	0	0	0	0	1	0	50	100	Oceanodromous	Oviparous	no	no	Gregarious	Carnivorous	3.9	U
541	osteichthyen	Myctophiformes	Myctophidae	Diaphus	Diaphus_holti	7	Pelagic	0	0	0	1	0	0	0	40	770	Oceanodromous	Oviparous	no	no	NA	Carnivorous	3.1	U
542	osteichthyen	Myctophiformes	Myctophidae	Diaphus	Diaphus_metopoclampus	8	Pelagic	0	0	0	1	0	0	0	90	1080	no	NA	no	no	Solitary	Carnivorous	3.3	U
543	osteichthyen	Myctophiformes	Myctophidae	Diaphus	Diaphus_rafinesquii	9	Pelagic	0	0	0	1	0	0	0	40	1200	Oceanodromous	Oviparous	no	no	NA	Carnivorous	3.4	U
276	osteichthyen	Perciformes	Moronidae	Dicentrarchus	Dicentrarchus_labrax	110	Demersal	1	0	0	0	1	1	0	1	30	Oceanodromous	Oviparous	no	no	Both	Carnivorous	3.5	U
277	osteichthyen	Perciformes	Moronidae	Dicentrarchus	Dicentrarchus_punctatus	70	Demersal	1	0	0	0	1	1	1	1	10	Amphidromous	Oviparous	no	no	NA	Carnivorous	3.9	U
278	osteichthyen	Pleuronectiformes	Soleidae	Dicologlossa	Dicologlossa_cuneata	30	Demersal	0	1	0	0	1	0	0	10	100	no	Oviparous	no	no	Solitary	Carnivorous	3.3	U
27	osteichthyen	Pleuronectiformes	Soleidae	Dicologlossa	Dicologlossa_hexophthalma	22	Demersal	1	0	0	0	1	0	0	5	150	no	Oviparous	no	no	Solitary	Carnivorous	3.4	A
64	osteichthyen	Perciformes	Gobiidae	Didogobius	Didogobius_bentuvii	3.7	Benthic	1	0	0	0	1	0	0	1	37	no	Oviparous	no	no	Solitary	Omnivorous	3.2	E
65	osteichthyen	Perciformes	Gobiidae	Didogobius	Didogobius_schlieweni	5	Benthic	1	0	0	0	0	1	0	8	12	no	Oviparous	no	no	Solitary	Omnivorous	3.2	E
66	osteichthyen	Perciformes	Gobiidae	Didogobius	Didogobius_splechtnai	3.5	Benthic	1	0	0	0	0	1	0	4	18	no	Oviparous	no	no	Solitary	Omnivorous	3.1	E
10	osteichthyen	Tetraodontiformes	Diodontidae	Diodon	Diodon_hystrix	100	Demersal	1	0	0	0	0	1	0	5	25	no	Oviparous	no	no	Solitary	Carnivorous	3.7	A
544	osteichthyen	Myctophiformes	Myctophidae	Diogenichthys	Diogenichthys_atlanticus	3	Pelagic	0	0	0	1	0	0	0	1	1050	Oceanodromous	Oviparous	no	no	NA	Carnivorous	3.1	U
280	osteichthyen	Gobiesociformes	Gobiesocidae	Diplecogaster	Diplecogaster_bimaculata	6	Benthic	0	1	0	0	1	0	1	10	50	no	Oviparous	no	no	Solitary	Carnivorous	3.4	U
281	osteichthyen	Perciformes	Sparidae	Diplodus	Diplodus_annularis	25	Benthic	1	0	0	0	1	0	1	1	20	Oceanodromous	Oviparous	Protandrous	no	Solitary	Carnivorous	3.6	U
11	osteichthyen	Perciformes	Sparidae	Diplodus	Diplodus_bellottii	20	Demersal	0	1	0	0	1	1	1	10	50	no	Oviparous	no	no	Gregarious	Carnivorous	3.6	A
282	osteichthyen	Perciformes	Sparidae	Diplodus	Diplodus_cervinus	55	Benthic	1	0	0	0	0	1	0	10	50	Oceanodromous	Oviparous	Protandrous	no	Both	Omnivorous	3	U
283	osteichthyen	Perciformes	Sparidae	Diplodus	Diplodus_puntazzo	60	Benthic	1	0	0	0	0	1	0	10	50	Oceanodromous	Oviparous	Protandrous	no	Gregarious	Omnivorous	3.2	U
67	osteichthyen	Perciformes	Sparidae	Diplodus	Diplodus_sargus_sargus	45	Benthic	1	0	0	0	0	1	0	1	40	Oceanodromous	Oviparous	Protandrous	no	Gregarious	Carnivorous	3.4	E
284	osteichthyen	Perciformes	Sparidae	Diplodus	Diplodus_vulgaris	45	Benthic	0	1	0	0	1	1	1	2	50	Oceanodromous	Oviparous	Protandrous	no	Gregarious	Carnivorous	3.5	U
285	osteichthyen	Clupeiformes	Clupeidae	Dussumieria	Dussumieria_acuta	20	Pelagic	1	1	0	0	0	0	0	1	20	no	NA	no	no	NA	Carnivorous	3.4	U
141	osteichthyen	Clupeiformes	Clupeidae	Dussumieria	Dussumieria_elopsoides	15	Pelagic	1	0	0	1	0	0	0	1	50	no	Oviparous	no	no	Gregarious	Omnivorous	3.4	L
562	osteichthyen	Anguilliformes	Synaphobranchidae	Dysomma	Dysomma_brevirostre	30	Demersal	0	0	1	0	1	0	0	350	650	NA	Oviparous	no	no	NA	Carnivorous	3.6	U
560	osteichthyen	Anguilliformes	Ophichthidae	Echelus	Echelus_myrus	100	Benthic	0	1	1	0	1	0	0	30	190	NA	Oviparous	no	no	NA	Carnivorous	4.3	U
286	osteichthyen	Perciformes	Echeneidae	Echeneis	Echeneis_naucrates	110	Pelagic	1	0	0	0	0	0	0	1	15	Oceanodromous	Oviparous	no	no	Gregarious	Carnivorous	3.7	U
287	osteichthyen	Perciformes	Trachinidae	Echiichthys	Echiichthys_vipera	16	Benthic	1	0	0	0	1	0	0	1	10	NA	Oviparous	no	no	NA	Carnivorous	4.4	U
515	chondrichtyen	Squaliformes	Squalidae	Echinorhinus	Echinorhinus_brucus	310	Demersal	0	1	1	1	1	1	0	10	900	no	Ovoviviparous	no	no	Solitary	Carnivorous	4.4	U
604	osteichthyen	Ophidiiformes	Carapidae	Echiodon	Echiodon_dentatus	17	Benthic	0	1	1	0	1	0	0	80	500	no	Oviparous	no	no	NA	Carnivorous	3.7	U
587	osteichthyen	Perciformes	Carangidae	Elagatis	Elagatis_bipinnulata	120	Pelagic	0	0	0	1	0	0	0	10	30	no	Oviparous	no	no	Gregarious	Carnivorous	4.3	U
627	osteichthyen	Scorpaeniformes	Platycephalidae	Elates	Elates_ransonnettii	19	Demersal	1	1	0	0	1	1	0	1	50	no	NA	no	no	NA	Carnivorous	4.1	W
545	osteichthyen	Myctophiformes	Myctophidae	Electrona	Electrona_risso	8	Pelagic	0	0	0	1	0	0	0	90	800	Oceanodromous	Oviparous	no	no	NA	Carnivorous	3.4	U
12	osteichthyen	Anguilliformes	Muraenidae	Enchelycore	Enchelycore_anatina	110	Benthic	0	1	0	0	0	1	0	1	30	no	Oviparous	no	no	Solitary	Carnivorous	4	A
68	osteichthyen	Perciformes	Engraulidae	Engraulis	Engraulis_encrasicolus	20	Pelagic	1	0	0	0	1	0	0	1	400	Oceanodromous	Oviparous	no	no	Gregarious	Carnivorous	3.1	E
13	osteichthyen	Syngnathiformes	Syngnathidae	Entelurus	Entelurus_aequoreus	60	Benthic	1	1	0	0	0	0	1	1	20	Oceanodromous	Ovoviviparous	no	no	Solitary	Carnivorous	3.5	A
14	osteichthyen	Tetraodontiformes	Tetraodontidae	Ephippion	Ephippion_guttifer	80	Demersal	1	0	0	1	1	0	0	5	100	Oceanodromous	Oviparous	no	no	Both	Carnivorous	3.6	A
585	osteichthyen	Perciformes	Apogonidae	Epigonus	Epigonus_constanciae	20	Demersal	0	0	1	0	1	1	0	160	700	no	Oviparous	no	no	Gregarious	Carnivorous	3.4	U
288	osteichthyen	Perciformes	Apogonidae	Epigonus	Epigonus_denticulatus	20	Demersal	0	0	1	1	1	0	0	130	830	no	Oviparous	no	no	Gregarious	Carnivorous	3.4	U
289	osteichthyen	Perciformes	Apogonidae	Epigonus	Epigonus_telescopus	60	Demersal	0	0	1	1	0	0	0	75	1200	no	Oviparous	no	no	Gregarious	Carnivorous	3.6	U
290	osteichthyen	Perciformes	Serranidae	Epinephelus	Epinephelus_aeneus	130	Demersal	1	0	0	0	1	0	1	20	100	Oceanodromous	Oviparous	Protogynous	no	Solitary	Carnivorous	4	U
292	osteichthyen	Perciformes	Serranidae	Epinephelus	Epinephelus_caninus	160	Demersal	0	1	1	0	0	1	0	30	100	no	Oviparous	Protogynous	no	Gregarious	Carnivorous	3.8	U
142	osteichthyen	Perciformes	Serranidae	Epinephelus	Epinephelus_coioides	100	Demersal	1	0	0	0	1	0	0	1	100	no	Oviparous	Protogynous	no	Solitary	Carnivorous	4	L
291	osteichthyen	Perciformes	Serranidae	Epinephelus	Epinephelus_fasciatus	140	Demersal	0	1	0	0	1	1	0	10	100	no	Oviparous	Protogynous	no	Gregarious	Carnivorous	3.7	U
143	osteichthyen	Perciformes	Serranidae	Epinephelus	Epinephelus_malabaricus	115	Demersal	1	0	0	0	1	1	0	2	80	Amphidromous	Oviparous	Protogynous	no	Solitary	Carnivorous	4.2	L
293	osteichthyen	Perciformes	Serranidae	Epinephelus	Epinephelus_marginatus	150	Demersal	1	0	0	0	0	1	0	10	50	no	Oviparous	Protogynous	no	Gregarious	Carnivorous	4.4	U
155	osteichthyen	Perciformes	Leiognathidae	Equulites	Equulites_klunzingeri	12	Demersal	1	0	0	0	1	0	0	1	10	no	Oviparous	no	no	Gregarious	Carnivorous	3.5	L
577	osteichthyen	Gadiformes	Moridae	Eretmophorus	Eretmophorus_kleinenbergi	9	Demersal	0	1	1	0	1	0	0	30	500	no	Oviparous	no	no	NA	Carnivorous	3.4	U
516	chondrichtyen	Squaliformes	Etmopteridae	Etmopterus	Etmopterus_spinax	60	Demersal	0	1	1	0	0	0	0	70	2000	no	Ovoviviparous	no	no	Solitary	Carnivorous	4.1	U
144	osteichthyen	Clupeiformes	Clupeidae	Etrumeus	Etrumeus_teres	25	Pelagic	1	1	0	1	0	0	0	1	20	Oceanodromous	Oviparous	no	no	Gregarious	Carnivorous	3.6	L
101	osteichthyen	Scorpaeniformes	Liparidae	Eutelichthys	Eutelichthys_leptochirus	5	Demersal	0	0	0	1	0	0	0	500	700	no	Oviparous	no	no	NA	Carnivorous	3.2	E
295	osteichthyen	Perciformes	Scombridae	Euthynnus	Euthynnus_alletteratus	100	Pelagic	1	1	0	0	0	0	0	1	40	Oceanodromous	Oviparous	no	no	Gregarious	Carnivorous	4.5	U
69	osteichthyen	Scorpaeniformes	Triglidae	Eutrigla	Eutrigla_gurnardus	60	Benthic	0	1	1	0	1	1	0	20	150	Oceanodromous	Oviparous	no	no	NA	Carnivorous	3.9	E
555	osteichthyen	Aulopiformes	Evermannellidae	Evermannella	Evermannella_balbo	17	Pelagic	0	0	0	1	0	0	0	100	1000	Oceanodromous	Oviparous	no	no	Solitary	Piscivorous	4.2	U
145	osteichthyen	Syngnathiformes	Fistulariidae	Fistularia	Fistularia_commersonii	160	Demersal	1	0	0	0	1	1	0	1	132	no	NA	no	no	Both	Carnivorous	4.3	L
15	osteichthyen	Syngnathiformes	Fistulariidae	Fistularia	Fistularia_petimba	200	Demersal	1	0	0	0	1	1	1	18	57	Oceanodromous	Oviparous	no	no	Both	Carnivorous	4.4	A
578	osteichthyen	Gadiformes	Moridae	Gadella	Gadella_maraldi	30	Demersal	0	0	1	0	1	1	0	250	500	no	Oviparous	no	no	NA	Carnivorous	3.5	U
296	osteichthyen	Gadiformes	Gadidae	Gadiculus	Gadiculus_argenteus	15	Benthic	0	1	1	0	1	1	0	100	1000	no	Oviparous	no	no	NA	Carnivorous	3.6	U
212	osteichthyen	Gadiformes	lotidae	Gaidropsarus	Gaidropsarus_biscayensis	40	Demersal	0	1	1	0	1	0	0	80	600	no	Oviparous	no	no	Solitary	Carnivorous	3.6	U
297	osteichthyen	Gadiformes	Gadidae	Gaidropsarus	Gaidropsarus_mediterraneus	45	Benthic	1	0	0	0	0	1	0	1	25	Oceanodromous	Oviparous	no	no	Solitary	Carnivorous	3.5	U
298	osteichthyen	Gadiformes	Gadidae	Gaidropsarus	Gaidropsarus_vulgaris	60	Benthic	0	1	0	0	1	0	0	30	80	Oceanodromous	Oviparous	no	no	NA	Carnivorous	3.5	U
16	chondrichtyen	Carcharhiniformes	Carcharhinidae	Galeocerdo	Galeocerdo_cuvier	550	Demersal	1	0	0	1	0	0	0	1	300	Oceanodromous	Ovoviviparous	no	no	Solitary	Omnivorous	4.5	A
17	osteichthyen	Perciformes	Polynemidae	Galeoides	Galeoides_decadactylus	45	Demersal	1	0	0	0	1	0	0	1	50	no	Oviparous	no	no	Solitary	Carnivorous	3.6	A
299	chondrichtyen	Carcharhiniformes	Triakidae	Galeorhinus	Galeorhinus_galeus	200	Demersal	1	1	0	1	1	0	0	10	470	no	Ovoviviparous	no	no	Gregarious	Carnivorous	4.3	U
507	chondrichtyen	Carcharhiniformes	Scyliorhinidae	Galeus	Galeus_melastomus	90	Demersal	0	1	1	0	1	0	0	200	600	no	Oviparous	no	no	Solitary	Carnivorous	4.2	U
70	osteichthyen	Perciformes	Gobiidae	Gammogobius	Gammogobius_steinitzi	4.3	Benthic	1	0	0	0	0	1	0	5	20	no	Oviparous	no	no	Solitary	Carnivorous	3.2	E
18	osteichthyen	Beryciformes	Trachichthyidae	Gephyroberyx	Gephyroberyx_darwinii	60	Demersal	0	0	1	0	0	1	0	70	500	no	Oviparous	no	no	Solitary	Carnivorous	3.9	A
634	chondrichtyen	Rajiformes	Rhinobatidae	Glaucostegus	Glaucostegus_halavi	170	Demersal	1	0	0	0	1	0	0	1	40	no	Viviparous	no	no	Solitary	Carnivorous	4.1	L
533	osteichthyen	Osmeriformes	Argentinidae	Glossanodon	Glossanodon_leioglossus	16	Demersal	0	0	1	0	1	1	0	180	600	no	Oviparous	no	no	Gregarious	Carnivorous	3.5	U
300	osteichthyen	Anguilliformes	Congridae	Gnathophis	Gnathophis_mystax	60	Benthic	0	0	1	0	1	0	0	50	800	Oceanodromous	Oviparous	no	no	Solitary	Carnivorous	3.5	U
71	osteichthyen	Perciformes	Gobiidae	Gobius	Gobius_ater	7	Benthic	1	0	0	0	0	1	1	1	10	no	Oviparous	no	no	Solitary	Carnivorous	3.2	E
301	osteichthyen	Perciformes	Gobiidae	Gobius	Gobius_auratus	10	Benthic	1	0	0	0	1	1	0	10	30	no	Oviparous	no	no	Solitary	Carnivorous	3	U
302	osteichthyen	Perciformes	Gobiidae	Gobius	Gobius_bucchichi	10	Benthic	1	0	0	0	1	1	0	0.5	3	no	Oviparous	no	no	Solitary	Omnivorous	3.1	U
303	osteichthyen	Perciformes	Gobiidae	Gobius	Gobius_cobitis	30	Benthic	1	0	0	0	0	1	0	1	6	no	Oviparous	no	no	Solitary	Omnivorous	3	U
19	osteichthyen	Perciformes	Gobiidae	Gobius	Gobius_couchi	9	Benthic	1	0	0	0	1	1	0	1	10	no	Oviparous	no	no	Gregarious	Omnivorous	2.9	A
304	osteichthyen	Perciformes	Gobiidae	Gobius	Gobius_cruentatus	18	Benthic	1	0	0	0	0	1	0	10	30	no	Oviparous	no	no	Solitary	Carnivorous	3.4	U
72	osteichthyen	Perciformes	Gobiidae	Gobius	Gobius_fallax	9	Benthic	1	0	0	0	0	1	0	1	20	no	Oviparous	no	no	Solitary	Omnivorous	3.3	E
73	osteichthyen	Perciformes	Gobiidae	Gobius	Gobius_geniporus	16	Benthic	1	0	0	0	1	0	1	5	20	no	Oviparous	no	no	Solitary	Omnivorous	3.3	E
305	osteichthyen	Perciformes	Gobiidae	Gobius	Gobius_luteus	10	Benthic	0	1	0	0	0	1	0	15	80	no	Oviparous	no	no	Solitary	Carnivorous	3.1	U
306	osteichthyen	Perciformes	Gobiidae	Gobius	Gobius_niger	15	Benthic	1	0	0	0	1	1	1	1	10	no	Oviparous	no	no	Solitary	Omnivorous	3.3	U
307	osteichthyen	Perciformes	Gobiidae	Gobius	Gobius_paganellus	15	Benthic	1	0	0	0	0	1	1	1	3	Amphidromous	Oviparous	no	no	Solitary	Carnivorous	3.3	U
308	osteichthyen	Perciformes	Gobiidae	Gobius	Gobius_roulei	8	Benthic	1	0	0	0	1	0	1	3	20	no	Oviparous	no	no	Solitary	Carnivorous	3.2	U
74	osteichthyen	Perciformes	Gobiidae	Gobius	Gobius_strictus	6.5	Demersal	1	0	0	0	0	1	0	25	40	no	Oviparous	no	no	Solitary	Omnivorous	3.1	E
75	osteichthyen	Perciformes	Gobiidae	Gobius	Gobius_vittatus	6	Benthic	1	0	0	0	0	1	0	20	40	no	Oviparous	no	no	Solitary	Omnivorous	2.9	E
76	osteichthyen	Perciformes	Gobiidae	Gobius	Gobius_xanthocephalus	10	Benthic	1	0	0	0	0	1	0	2	20	no	Oviparous	no	no	Solitary	Omnivorous	3.1	E
546	osteichthyen	Myctophiformes	Myctophidae	Gonichthys	Gonichthys_cocco	6	Pelagic	0	1	1	0	0	0	0	1	1000	Oceanodromous	Oviparous	no	no	NA	Carnivorous	3.2	U
522	osteichthyen	Stomiiformes	Gonostomatidae	Gonostoma	Gonostoma_denudatum	14	Pelagic	0	0	0	1	0	0	0	100	700	no	Oviparous	no	no	Solitary	Carnivorous	3.3	U
77	osteichthyen	Gobiesociformes	Gobiesocidae	Gouania	Gouania_willdenowi	6	Benthic	1	0	0	0	0	1	0	0.5	1	no	Oviparous	no	no	Solitary	Carnivorous	3.2	E
93	osteichthyen	Ophidiiformes	Bythitidae	Grammonus	Grammonus_ater	12	Benthic	0	0	1	0	1	1	0	5	50	no	Viviparous	no	no	Solitary	Carnivorous	3.5	E
20	osteichthyen	Perciformes	Ammodytidae	Gymnamodytes	Gymnammodytes_semisquamatus	30	Demersal	0	0	0	0	1	0	0	10	30	Oceanodromous	Oviparous	no	no	Gregarious	Omnivorous	2.7	A
309	osteichthyen	Anguilliformes	Muraenidae	Gymnothorax	Gymnothorax_unicolor	110	Benthic	0	1	0	0	0	1	0	1	80	no	Oviparous	no	no	Solitary	Carnivorous	3.4	U
310	chondrichtyen	Rajiformes	Gymnuridae	Gymnura	Gymnura_altavela	400	Benthic	1	0	0	0	1	0	0	2	60	no	Ovoviviparous	no	no	NA	Carnivorous	4.5	U
311	osteichthyen	Batrachoidiformes	Batrachoididae	Halobatrachus	Halobatrachus_didactylus	50	Benthic	1	0	0	0	1	1	0	5	30	no	Oviparous	no	no	Solitary	Carnivorous	4	U
21	osteichthyen	Albuliformes	Halosauridae	Halosaurus	Halosaurus_ovenii	50	Demersal	0	0	1	0	1	0	0	400	800	no	Oviparous	no	no	Gregarious	Carnivorous	3.5	A
611	osteichthyen	Scorpaeniformes	Sebastidae	Helicolenus	Helicolenus_dactylopterus	46	Benthic	0	1	1	0	1	1	0	100	300	no	Oviparous	no	no	NA	Carnivorous	3.5	U
146	osteichthyen	Beloniformes	Hemiramphidae	Hemiramphus	Hemiramphus_far	44	Pelagic	1	1	0	1	0	0	1	1	10	no	Oviparous	no	no	Gregarious	Herbivorous	2.9	L
147	osteichthyen	Perciformes	Chaetodontidae	Heniochus	Heniochus_intermedius	18	Demersal	0	0	1	0	0	1	0	3	50	no	Oviparous	no	no	Gregarious	Carnivorous	3.5	L
312	chondrichtyen	Hexanchiformes	Hexanchiidae	Heptranchias	Heptranchias_perlo	300	Demersal	0	1	1	1	0	0	0	25	800	Oceanodromous	Ovoviviparous	no	no	Solitary	Carnivorous	4.2	U
148	osteichthyen	Clupeiformes	Clupeidae	Herklotsichthys	Herklotsichthys_punctatus	8.5	Pelagic	1	0	0	1	0	0	0	1	20	no	Oviparous	no	no	Gregarious	Carnivorous	3.2	L
313	chondrichtyen	Hexanchiformes	Hexanchiidae	Hexanchus	Hexanchus_griseus	850	Pelagic	0	0	0	1	0	0	0	1	2000	Oceanodromous	Ovoviviparous	no	no	Solitary	Carnivorous	4.5	U
149	chondrichtyen	Rajiformes	Dasyatidae	Himantura	Himantura_uarnak	150	Benthic	1	1	0	0	1	0	0	20	50	Amphidromous	Ovoviviparous	no	no	Solitary	Carnivorous	3.6	L
150	osteichthyen	Syngnathiformes	Syngnatidae	Hippocampus	Hippocampus_fuscus	15	Demersal	1	0	0	0	0	0	1	1	10	Amphidromous	Ovoviviparous	no	no	Both	Carnivorous	3.4	L
315	osteichthyen	Syngnathiformes	Syngnathidae	Hippocampus	Hippocampus_guttulatus	16	Benthic	1	0	0	0	0	0	1	1	10	no	Ovoviviparous	no	no	NA	Carnivorous	3.5	U
314	osteichthyen	Syngnathiformes	Syngnathidae	Hippocampus	Hippocampus_hippocampus	15	Benthic	1	0	0	0	1	0	0	1	10	Amphidromous	Ovoviviparous	no	no	Solitary	Carnivorous	3.2	U
316	osteichthyen	Beryciformes	Trachichthyidae	Hoplostethus	Hoplostethus_mediterraneus	30	Demersal	0	0	1	0	1	0	0	200	700	no	Oviparous	no	no	NA	Carnivorous	3.5	U
79	osteichthyen	Acipenseriformes	Acipenseridae	Huso	Huso_huso	400	Demersal	0	0	0	1	1	0	0	70	120	Anadromous	Oviparous	no	no	Solitary	Carnivorous	4.4	E
547	osteichthyen	Myctophiformes	Myctophidae	Hygophum	Hygophum_benoiti	6	Pelagic	0	0	0	1	0	0	0	50	700	Oceanodromous	Oviparous	no	no	NA	Carnivorous	3	U
548	osteichthyen	Myctophiformes	Myctophidae	Hygophum	Hygophum_hygomii	7	Pelagic	0	0	0	1	0	0	0	1	800	Oceanodromous	Oviparous	no	no	NA	Carnivorous	3	U
571	osteichthyen	Gadiformes	Macrouridae	Hymenocephalus	Hymenocephalus_italicus	25	Demersal	0	0	1	1	0	0	0	100	1400	no	Oviparous	no	no	NA	Carnivorous	3.4	U
317	osteichthyen	Perciformes	Blenniidae	Hypleurochilus	Hypleurochilus_bananensis	12	Benthic	1	0	0	0	0	1	0	1	5	no	Oviparous	no	no	Solitary	Omnivorous	3.2	U
151	osteichthyen	Beloniformes	Hemiramphidae	Hyporhamphus	Hyporhamphus_affinis	30	Pelagic	1	0	0	0	0	1	0	1	10	no	Oviparous	no	no	Gregarious	Carnivorous	3.5	L
318	osteichthyen	Beloniformes	Hemiramphidae	Hyporhamphus	Hyporhamphus_picarti	18	Pelagic	1	0	0	0	0	0	0	1	5	Oceanodromous	Oviparous	no	no	Gregarious	Herbivorous	2	U
294	osteichthyen	Perciformes	Serranidae	Hyporthodus	Hyporthodus_haifensis	110	Demersal	0	1	1	0	0	1	0	80	150	Oceanodromous	Oviparous	Protogynous	no	NA	Carnivorous	4	U
526	osteichthyen	Stomiiformes	Photichthyidae	Ichthyococcus	Ichthyococcus_ovatus	6	Pelagic	0	0	0	1	0	0	0	150	1000	no	Oviparous	no	no	Solitary	Carnivorous	3.4	U
635	osteichthyen	Perciformes	Labridae	Iniistius	Iniistius_pavo	35	Benthic	1	0	0	0	1	0	0	5	30	no	Oviparous	Protogynous	no	Solitary	Carnivorous	3.5	L
319	chondrichtyen	Lamniformes	Lamnidae	Isurus	Isurus_oxyrinchus	400	Pelagic	1	1	1	1	0	0	0	1	740	Oceanodromous	Ovoviviparous	no	no	Solitary	Carnivorous	4.5	U
320	osteichthyen	Perciformes	Scombridae	Katsuwonus	Katsuwonus_pelamis	110	Pelagic	0	0	0	1	0	0	0	1	100	Oceanodromous	Oviparous	no	no	Gregarious	Carnivorous	4.4	U
80	osteichthyen	Perciformes	Gobiidae	Knipowitschia	Knipowitschia_panizzae	4	Benthic	1	0	0	0	1	0	0	1	5	Amphidromous	Oviparous	no	no	Solitary	Omnivorous	3.5	E
591	osteichthyen	Perciformes	Kyphosidae	Kyphosus	Kyphosus_sectatrix	76	Demersal	1	0	0	0	1	1	1	2	15	no	Oviparous	no	no	Gregarious	Omnivorous	2	U
322	osteichthyen	Perciformes	Labridae	Labrus	Labrus_merula	50	Benthic	1	0	0	0	0	1	1	2	25	no	Oviparous	Protogynous	no	Both	Carnivorous	3.6	U
321	osteichthyen	Perciformes	Labridae	Labrus	Labrus_mixtus	40	Benthic	1	0	0	0	0	1	0	15	50	no	Oviparous	Protogynous	no	Solitary	Carnivorous	3.9	U
323	osteichthyen	Perciformes	Labridae	Labrus	Labrus_viridis	50	Benthic	1	0	0	0	0	1	1	10	30	no	Oviparous	Protogynous	no	Solitary	Carnivorous	3.9	U
23	osteichthyen	Tetraodontiformes	Tetraodontidae	Lagocephalus	Lagocephalus_lagocephalus	61	Pelagic	0	0	0	1	0	0	0	1	30	Oceanodromous	Oviparous	no	no	NA	Carnivorous	3.7	A
152	osteichthyen	Tetraodontiformes	Tetraodontidae	Lagocephalus	Lagocephalus_sceleratus	110	Benthic	0	0	0	1	0	1	0	18	100	no	Oviparous	no	no	Solitary	Carnivorous	3.7	L
153	osteichthyen	Tetraodontiformes	Tetraodontidae	Lagocephalus	Lagocephalus_spadiceus	30	Pelagic	1	1	0	0	0	0	0	1	50	Oceanodromous	Oviparous	no	no	Solitary	Carnivorous	3.7	L
154	osteichthyen	Tetraodontiformes	Tetraodontidae	Lagocephalus	Lagocephalus_suezensis	18	Demersal	0	0	0	1	1	0	0	1	40	no	Oviparous	no	no	Solitary	Carnivorous	3.5	L
549	osteichthyen	Myctophiformes	Myctophidae	Lampanyctus	Lampanyctus_crocodilus	30	Pelagic	0	0	0	1	0	0	0	1	1100	Oceanodromous	Oviparous	no	no	Solitary	Carnivorous	3.2	U
