ID_taxon	Super_class	Order	Family	Genus	Species	Max_length	Vertical_Distribution	Littoral	Continental_shelf	Continental_slope	Open_ocean	Habitat_soft	Habitat_rocky	Habitat_posidonia	Min_depth	Max_depth	Migration	Reproduction	Sex_reversal	Semelparity	Behavior	Diet	Trophic_level	Origin
550	osteichthyen	Myctophiformes	Myctophidae	Lampanyctus	Lampanyctus_pusillus	4	Pelagic	0	0	0	1	0	0	0	40	850	Oceanodromous	Oviparous	no	no	Solitary	Carnivorous	3.4	U
499	agnathe	Petromezontiformes	Petromyzonidae	Lampetra	Lampetra_fluviatilis	50	Benthic	1	0	0	0	1	0	0	0	20	Anadromous	Oviparous	no	yes	NA	Piscivorous	4.5	U
581	osteichthyen	Lampridiformes	Lamprididae	Lampris	Lampris_guttatus	200	Pelagic	0	0	0	1	0	0	0	5	400	Oceanodromous	Oviparous	no	no	Solitary	Carnivorous	4.2	U
324	osteichthyen	Perciformes	Labridae	Lappanella	Lappanella_fasciata	15	Benthic	0	1	0	0	1	0	0	50	150	no	Oviparous	Protogynous	no	NA	Carnivorous	3.3	U
325	osteichthyen	Perciformes	Gobiidae	Lebetus	Lebetus_guilleti	2.5	Benthic	1	0	0	0	1	0	0	10	30	no	Oviparous	no	no	Solitary	Omnivorous	3.1	U
326	osteichthyen	Gobiesociformes	Gobiesocidae	Lepadogaster	Lepadogaster_candolii	8	Benthic	1	0	0	0	0	1	0	1	20	no	Oviparous	no	no	Solitary	Carnivorous	2.8	U
81	osteichthyen	Gobiesociformes	Gobiesocidae	Lepadogaster	Lepadogaster_lepadogaster	8	Benthic	1	0	0	0	0	1	0	0.5	1	no	Oviparous	no	no	Solitary	Carnivorous	3.3	E
328	osteichthyen	Gobiesociformes	Gobiesocidae	Lepadogaster	Lepadogaster_purpurea	7.5	Benthic	1	0	0	0	0	1	0	1	20	no	Oviparous	no	no	Solitary	Carnivorous	3.3	U
24	osteichthyen	Gadiformes	Moridae	Lepidion	Lepidion_guentheri	81	Demersal	0	0	1	1	1	0	0	750	800	no	Oviparous	no	no	NA	Carnivorous	3.6	A
82	osteichthyen	Gadiformes	Moridae	Lepidion	Lepidion_lepidion	30	Demersal	0	0	1	0	1	1	0	150	2000	NA	Oviparous	no	no	NA	Omnivorous	3.6	E
595	osteichthyen	Perciformes	Trichiuridae	Lepidopus	Lepidopus_caudatus	210	Pelagic	0	0	1	0	1	0	0	30	400	Oceanodromous	Oviparous	no	no	Gregarious	Carnivorous	3.8	U
614	osteichthyen	Pleuronectiformes	Scophthtalmidae	Lepidorhombus	Lepidorhombus_boscii	40	Benthic	0	0	1	1	1	0	0	150	400	no	Oviparous	no	no	NA	Carnivorous	3.7	U
329	osteichthyen	Pleuronectiformes	Scophthtalmidae	Lepidorhombus	Lepidorhombus_whiffiagonis	60	Benthic	0	1	1	0	1	0	0	50	400	no	Oviparous	no	no	Solitary	Carnivorous	4.3	U
330	osteichthyen	Scorpaeniformes	Triglidae	Lepidotrigla	Lepidotrigla_cavillone	20	Benthic	0	1	1	0	1	0	0	30	450	no	Oviparous	no	no	NA	Carnivorous	3.3	U
331	osteichthyen	Scorpaeniformes	Triglidae	Lepidotrigla	Lepidotrigla_dieuzeidei	15	Benthic	0	1	1	0	1	0	0	60	250	no	Oviparous	no	no	NA	Carnivorous	3.7	U
556	osteichthyen	Aulopiformes	Paralepididae	Lestidiops	Lestidiops_jayakari	20	Pelagic	0	1	1	1	0	0	0	50	2000	no	Oviparous	no	no	Solitary	NA	4.2	U
332	osteichthyen	Perciformes	Gobiidae	Leusueurigobius	Lesueurigobius_friesii	10	Benthic	0	0	1	0	1	0	0	10	130	no	Oviparous	no	no	Solitary	Omnivorous	3.2	U
25	osteichthyen	Perciformes	Gobiidae	Leusueurigobius	Lesueurigobius_sanzi	9.5	Benthic	0	0	0	0	1	0	0	40	100	no	Oviparous	no	no	Solitary	Carnivorous	3.6	A
83	osteichthyen	Perciformes	Gobiidae	Leusueurigobius	Lesueurigobius_suerii	8	Benthic	0	1	0	0	1	0	0	20	100	no	Oviparous	no	no	Solitary	Carnivorous	3.6	E
401	chondrichtyen	Rajiformes	Rajidae	Leucoraja	Leucoraja_circularis	120	Benthic	0	1	1	0	1	0	0	70	250	no	Oviparous	no	no	NA	Carnivorous	3.5	U
403	chondrichtyen	Rajiformes	Rajidae	Leucoraja	Leucoraja_fullonica	115	Benthic	0	1	1	0	1	0	0	100	400	no	Oviparous	no	no	NA	Carnivorous	3.5	U
113	chondrichtyen	Rajiformes	Rajidae	Leucoraja	Leucoraja_melitensis	50	Benthic	0	1	1	0	1	0	0	60	600	no	Oviparous	no	no	Solitary	Carnivorous	3.3	E
406	chondrichtyen	Rajiformes	Rajidae	Leucoraja	Leucoraja_naevus	72	Benthic	0	1	0	0	1	0	0	50	200	no	Oviparous	no	no	NA	Carnivorous	4.2	U
333	osteichthyen	Perciformes	Carangidae	Lichia	Lichia_amia	200	Pelagic	1	1	0	0	0	0	0	1	60	Oceanodromous	Oviparous	no	no	Both	Carnivorous	4.5	U
84	osteichthyen	Perciformes	Blenniidae	Lipophrys	Lipophrys_adriaticus	5.5	Benthic	1	0	0	0	0	1	0	0.5	2	no	Oviparous	no	no	Solitary	Omnivorous	3.4	E
335	osteichthyen	Perciformes	Blenniidae	Lipophrys	Lipophrys_dalmatinus	4.5	Benthic	1	0	0	0	1	0	0	0.5	2	no	Oviparous	no	no	Solitary	Omnivorous	4	U
26	osteichthyen	Perciformes	Blenniidae	Lipophrys	Lipophrys_pholis	18	Benthic	1	0	0	0	0	1	1	1	3	no	Oviparous	no	no	Solitary	Omnivorous	3.1	A
337	osteichthyen	Perciformes	Blenniidae	Lipophrys	Lipophrys_trigloides	13	Benthic	1	0	0	0	0	1	0	0	2	no	Oviparous	no	no	Solitary	Omnivorous	4.5	U
338	osteichthyen	Perciformes	Sparidae	Lithognathus	Lithognathus_mormyrus	50	Benthic	1	0	0	0	1	0	0	5	50	no	Oviparous	Protandrous	no	Gregarious	Carnivorous	3.4	U
339	osteichthyen	Perciformes	Mugilidae	Liza	Liza_aurata	55	Pelagic	0	1	0	0	0	1	0	1	20	Catadromous	Oviparous	no	no	Solitary	Omnivorous	2.8	U
156	osteichthyen	Perciformes	Mugilidae	Liza	Liza_carinata	30	Pelagic	1	0	0	1	0	0	0	1	10	Anadromous	Oviparous	no	no	Gregarious	Omnivorous	2.6	L
340	osteichthyen	Perciformes	Mugilidae	Liza	Liza_ramada	70	Pelagic	1	0	0	0	1	0	0	1	10	Catadromous	Oviparous	no	no	Gregarious	Omnivorous	2.3	U
341	osteichthyen	Perciformes	Mugilidae	Liza	Liza_saliens	40	Pelagic	1	0	0	0	1	0	0	1	10	Catadromous	Oviparous	no	no	Gregarious	Omnivorous	2.9	U
551	osteichthyen	Myctophiformes	Myctophidae	Lobianchia	Lobianchia_dofleini	5	Pelagic	0	0	0	1	0	0	0	1	4000	Oceanodromous	Oviparous	no	no	Solitary	Carnivorous	3	U
552	osteichthyen	Myctophiformes	Myctophidae	Lobianchia	Lobianchia_gemellarii	6	Pelagic	0	0	0	1	0	0	0	25	800	Oceanodromous	Oviparous	no	no	Solitary	Carnivorous	3	U
641	osteichthyen	Perciformes	Lobotidae	Lobotes	Lobotes_surinamensis	100	Demersal	1	0	0	0	1	0	0	1	10	Oceanodromous	Oviparous	no	no	NA	Carnivorous	4	U
342	osteichthyen	Lophiiformes	Lophiidae	Lophius	Lophius_budegassa	100	Benthic	1	1	0	0	1	1	0	10	850	no	Oviparous	no	no	Solitary	Carnivorous	4.4	U
343	osteichthyen	Lophiiformes	Lophiidae	Lophius	Lophius_piscatorius	200	Benthic	1	1	1	1	1	1	0	10	1000	no	Oviparous	no	no	Solitary	Piscivorous	4.5	U
584	osteichthyen	Lampridiformes	Lophotidae	Lophotus	Lophotus_lacepede	180	Pelagic	0	0	0	1	0	0	0	100	1000	Oceanodromous	Oviparous	no	no	NA	Carnivorous	4.5	U
157	osteichthyen	Perciformes	Lutjanidae	Lutjanus	Lutjanus_argentimaculatus	120	Demersal	0	1	0	0	0	1	0	10	120	Oceanodromous	Oviparous	no	no	Gregarious	Carnivorous	3.6	L
344	osteichthyen	Perciformes	Luvaridae	Luvarus	Luvarus_imperialis	200	Pelagic	0	0	0	1	0	0	0	1	200	Oceanodromous	Oviparous	no	no	Solitary	Carnivorous	3.8	U
568	osteichthyen	Syngnathiformes	Centriscidae	Macroramphosus	Macroramphosus_scolopax	22	Demersal	0	1	0	0	1	1	0	1	30	no	Oviparous	no	no	Gregarious	Carnivorous	3.5	U
524	osteichthyen	Stomiiformes	Sternoptychidae	Maurolicus	Maurolicus_muelleri	8	Pelagic	0	0	0	1	0	0	0	1	1500	no	Oviparous	no	no	Gregarious	Carnivorous	3	U
345	osteichthyen	Gadiformes	Gadidae	Merlangius	Merlangius_merlangus	75	Demersal	0	1	0	0	1	1	1	30	100	Oceanodromous	Oviparous	no	no	Gregarious	Carnivorous	4.4	U
346	osteichthyen	Gadiformes	Merluciidae	Merluccius	Merluccius_merluccius	110	Demersal	0	1	1	0	1	0	0	30	1000	no	Oviparous	no	no	Solitary	Piscivorous	4.4	U
347	osteichthyen	Pleuronectiformes	Soleidae	Microchirus	Microchirus_azevia	40	Demersal	0	1	0	0	1	0	0	20	250	no	Oviparous	no	no	Solitary	Carnivorous	3.2	U
349	osteichthyen	Pleuronectiformes	Soleidae	Microchirus	Microchirus_ocellatus	22	Benthic	0	1	1	0	1	0	0	10	100	no	Oviparous	no	no	Solitary	Carnivorous	3.2	U
618	osteichthyen	Pleuronectiformes	Soleidae	Microchirus	Microchirus_variegatus	20	Benthic	0	0	1	0	1	0	0	50	300	no	Oviparous	no	no	Solitary	Carnivorous	3.3	U
87	osteichthyen	Perciformes	Epigonidae	Microichthys	Microichthys_coccoi	3	Demersal	0	0	0	1	0	0	0	50	550	no	NA	no	no	NA	Carnivorous	3.1	E
88	osteichthyen	Perciformes	Epigonidae	Microichthys	Microichthys_sanzoi	6	Demersal	0	0	0	1	0	0	0	50	500	no	NA	no	no	NA	Carnivorous	3.2	E
334	osteichthyen	Perciformes	Blenniidae	Lipophrys	Microlipophrys_canevae	8	Benthic	1	0	0	0	0	1	0	0.5	2	no	Oviparous	no	no	Solitary	Omnivorous	2.1	U
86	osteichthyen	Perciformes	Blenniidae	Microlipophrys	Microlipophrys_nigriceps	4.5	Benthic	1	0	0	0	0	1	0	1	5	no	Oviparous	no	no	Solitary	Omnivorous	3.2	E
350	osteichthyen	Gadiformes	Gadidae	Micromesistius	Micromesistius_poutassou	45	Pelagic	0	0	1	0	0	0	0	30	400	Oceanodromous	Oviparous	no	no	Gregarious	Carnivorous	4.1	U
534	osteichthyen	Osmeriformes	Microstomatidae	Microstoma	Microstoma_microstoma	21	Pelagic	0	0	0	1	0	0	0	20	200	no	Oviparous	no	no	Solitary	Carnivorous	3.4	U
89	osteichthyen	Perciformes	Gobiidae	Millerigobius	Millerigobius_macrocephalus	5	Benthic	1	0	0	0	0	1	0	0.5	4	no	Oviparous	no	no	Solitary	Omnivorous	3.2	E
351	osteichthyen	Syngnathiformes	Syngnathidae	Minyichthys	Minyichthys_sentus	6	Benthic	0	1	1	1	1	1	0	50	100	no	Ovoviviparous	no	no	Solitary	Carnivorous	3.2	U
352	chondrichtyen	Rajiformes	Mobulidae	Mobula	Mobula_mobular	550	Pelagic	0	1	0	0	0	0	0	0.5	20	Oceanodromous	Ovoviviparous	no	no	Gregarious	Carnivorous	3.7	U
353	osteichthyen	Tetraodontiformes	Molidae	Mola	Mola_mola	300	Pelagic	0	0	1	0	0	0	0	1	360	Oceanodromous	Oviparous	no	no	Solitary	Carnivorous	3.7	U
575	osteichthyen	Gadiformes	Gadidae	Molva	Molva_dypterygia	70	Demersal	0	0	1	1	NA	1	0	200	1000	no	Oviparous	no	no	NA	Carnivorous	4.5	U
576	osteichthyen	Gadiformes	Gadidae	Molva	Molva_molva	200	Demersal	0	0	1	1	0	1	0	50	300	Oceanodromous	Oviparous	no	no	NA	Carnivorous	4.4	U
348	osteichthyen	Pleuronectiformes	Soleidae	Monochirus	Monochirus_hispidus	12	Demersal	0	1	1	0	1	0	0	10	100	no	Oviparous	no	no	NA	Carnivorous	3.5	U
579	osteichthyen	Gadiformes	Moridae	Mora	Mora_moro	65	Demersal	0	0	1	0	1	0	0	200	800	no	Oviparous	no	no	Solitary	Carnivorous	3.8	U
354	osteichthyen	Perciformes	Mugilidae	Mugil	Mugil_cephalus	120	Pelagic	1	0	0	0	1	1	0	1	10	Catadromous	Oviparous	no	no	Gregarious	Carnivorous	2.5	U
355	osteichthyen	Perciformes	Mullidae	Mullus	Mullus_barbatus_barbatus	30	Benthic	0	1	1	0	1	0	0	30	300	no	Oviparous	no	no	Gregarious	Carnivorous	3.1	U
356	osteichthyen	Perciformes	Mullidae	Mullus	Mullus_surmuletus	45	Benthic	0	1	1	0	1	0	0	3	80	Oceanodromous	Oviparous	no	no	Gregarious	Carnivorous	3.5	U
357	osteichthyen	Anguilliformes	Muraenidae	Muraena	Muraena_helena	150	Benthic	0	1	0	0	0	1	0	5	50	no	Oviparous	no	no	Solitary	Carnivorous	4.2	U
159	osteichthyen	Anguilliformes	Muraenesocidae	Muraenesox	Muraenesox_cinereus	200	Benthic	1	1	1	0	1	0	0	10	300	Oceanodromous	Oviparous	no	yes	Solitary	Piscivorous	4.1	L
358	chondrichtyen	Carcharhiniformes	Triakidae	Mustelus	Mustelus_asterias	150	Demersal	1	0	0	0	1	0	0	10	200	no	Ovoviviparous	no	no	Solitary	Carnivorous	3.6	U
359	chondrichtyen	Carcharhiniformes	Triakidae	Mustelus	Mustelus_mustelus	160	Demersal	0	1	0	0	1	1	0	10	60	no	Viviparous	no	no	Gregarious	Carnivorous	3.8	U
360	osteichthyen	Perciformes	Serranidae	Mycteroperca	Mycteroperca_rubra	80	Demersal	1	0	0	0	1	1	0	15	50	no	Oviparous	Protogynous	no	NA	Carnivorous	4.1	U
553	osteichthyen	Myctophiformes	Myctophidae	Myctophum	Myctophum_punctatum	11	Pelagic	0	0	0	1	0	0	0	1	1000	Oceanodromous	Oviparous	no	no	Solitary	Carnivorous	3.4	U
361	chondrichtyen	Rajiformes	Myliobatidae	Myliobatis	Myliobatis_aquila	180	Demersal	1	0	0	0	1	0	0	10	60	no	Ovoviviparous	no	no	Gregarious	Carnivorous	3.6	U
501	agnathe	Myxiniformes	Myxinidae	Myxine	Myxine_glutinosa	80	Benthic	0	0	0	1	1	0	0	20	600	no	Oviparous	no	no	Both	Carnivorous	4.5	U
588	osteichthyen	Perciformes	Carangidae	Naucrates	Naucrates_ductor	70	Pelagic	0	0	0	1	0	0	0	1	15	no	Oviparous	no	no	Gregarious	Carnivorous	4	U
362	osteichthyen	Anguilliformes	Nemichthyidae	Nemichthys	Nemichthys_scolopaceus	130	Pelagic	0	1	1	1	0	0	0	1	3600	Oceanodromous	Oviparous	no	yes	Both	Carnivorous	3.5	U
160	osteichthyen	Perciformes	Nemipteridae	Nemipterus	Nemipterus_japonicus	80	Demersal	1	0	0	0	1	0	0	5	80	no	Oviparous	no	no	Gregarious	Carnivorous	3.8	L
636	osteichthyen	Perciformes	Nemipteridae	Nemipterus	Nemipterus_randalli	30	Demersal	1	0	0	0	1	0	0	20	200	no	Oviparous	no	no	Gregarious	Carnivorous	3.7	L
363	osteichthyen	Syngnathiformes	Syngnathidae	Nerophis	Nerophis_maculatus	30	Benthic	1	0	0	0	0	0	1	1	20	no	Ovoviviparous	no	no	Solitary	Carnivorous	3.4	U
364	osteichthyen	Syngnathiformes	Syngnathidae	Nerophis	Nerophis_ophidion	30	Benthic	1	0	0	0	0	0	1	1	10	no	Ovoviviparous	no	no	NA	Carnivorous	4	U
365	osteichthyen	Anguilliformes	Nettastomatidae	Nettastoma	Nettastoma_melanurum	80	Benthic	0	0	1	0	1	0	0	80	400	no	Oviparous	no	no	NA	Carnivorous	3.5	U
572	osteichthyen	Gadiformes	Macrouridae	Nezumia	Nezumia_aequalis	36	Demersal	0	0	0	1	0	0	0	200	2300	no	Oviparous	no	no	NA	Carnivorous	3.3	U
573	osteichthyen	Gadiformes	Macrouridae	Nezumia	Nezumia_sclerorhynchus	36	Demersal	0	0	0	1	0	0	0	500	3200	no	Oviparous	no	no	NA	Carnivorous	3.2	U
91	osteichthyen	Myctophiformes	Myctophidae	Notoscopelus	Notoscopelus_elongatus	11	Pelagic	0	0	0	1	1	0	0	45	1000	Oceanodromous	Oviparous	no	no	Solitary	Carnivorous	3.4	E
367	osteichthyen	Perciformes	Sparidae	Oblada	Oblada_melanura	30	Demersal	1	0	0	0	0	1	1	1	10	no	Oviparous	Protogynous	no	Gregarious	Omnivorous	3.4	U
92	osteichthyen	Perciformes	Gobiidae	Odondebuenia	Odondebuenia_balearica	3.9	Benthic	0	1	0	0	0	1	0	25	40	no	Oviparous	no	no	Solitary	Carnivorous	3.1	E
503	chondrichtyen	Lamniformes	Odontaspididae	Odontaspis	Odontaspis_ferox	450	Demersal	0	1	1	0	1	1	0	40	300	no	Ovoviviparous	no	no	Solitary	Carnivorous	4.2	U
368	osteichthyen	Perciformes	Mugilidae	Oedalechilus	Oedalechilus_labeo	25	Demersal	1	0	0	0	1	1	1	1	10	no	Oviparous	no	no	Gregarious	Omnivorous	2.5	U
161	osteichthyen	Perciformes	Blenniidae	Omobranchus	Omobranchus_punctatus	9.5	Benthic	1	0	0	0	0	1	0	1	5	no	Oviparous	no	no	NA	Omnivorous	2.5	L
94	osteichthyen	Gobiesociformes	Gobiesocidae	Opeatogenys	Opeatogenys_gracilis	3	Benthic	1	0	0	0	0	1	0	3	20	no	Oviparous	no	no	Solitary	Carnivorous	3.1	E
95	osteichthyen	Anguilliformes	Ophichthidae	Ophichthus	Ophichthus_rufus	60	Benthic	0	1	1	0	1	0	0	50	300	NA	Oviparous	no	no	NA	Carnivorous	4.3	E
370	osteichthyen	Ophidiiformes	Ophidiidae	Ophidion	Ophidion_barbatum	30	Benthic	0	1	0	0	1	1	0	10	100	no	Oviparous	no	no	Solitary	Carnivorous	3.6	U
96	osteichthyen	Ophidiiformes	Ophidiidae	Ophidion	Ophidion_rochei	30	Benthic	0	1	0	0	0	1	0	5	20	NA	Oviparous	no	no	Solitary	Carnivorous	3.5	E
561	osteichthyen	Anguilliformes	Ophichthidae	Ophisurus	Ophisurus_serpens	240	Benthic	0	1	1	0	1	0	0	50	300	no	Oviparous	no	no	NA	Carnivorous	4.1	U
371	osteichthyen	Perciformes	Scombridae	Orcynopsis	Orcynopsis_unicolor	130	Pelagic	1	0	0	0	0	0	0	1	40	Oceanodromous	Oviparous	no	no	Both	Piscivorous	4.5	U
510	chondrichtyen	Squaliformes	Oxynotidae	Oxynotus	Oxynotus_centrina	150	Benthic	0	1	1	0	1	1	0	60	500	no	Ovoviviparous	no	no	NA	Carnivorous	3.1	U
162	osteichthyen	Perciformes	Gobiidae	Oxyurichthys	Oxyurichthys_papuensis	11	Benthic	1	0	0	0	1	1	0	30	50	no	Oviparous	no	no	NA	Carnivorous	3.5	L
637	osteichthyen	Perciformes	Gobiidae	Oxyurichthys	Oxyurichthys_petersi	15	Benthic	1	0	0	0	1	0	0	1	70	no	Oviparous	no	no	NA	Carnivorous	3.7	L
372	osteichthyen	Perciformes	Sparidae	Pagellus	Pagellus_acarne	36	Demersal	0	1	0	0	1	0	1	20	100	Oceanodromous	Oviparous	Protandrous	no	Gregarious	Carnivorous	3.8	U
28	osteichthyen	Perciformes	Sparidae	Pagellus	Pagellus_bellottii	42	Demersal	0	1	1	0	1	1	0	10	250	no	Oviparous	Protogynous	no	Solitary	Carnivorous	3.6	A
373	osteichthyen	Perciformes	Sparidae	Pagellus	Pagellus_bogaraveo	70	Demersal	0	1	1	0	0	1	0	30	300	Oceanodromous	Oviparous	Protandrous	no	Gregarious	Carnivorous	4.2	U
374	osteichthyen	Perciformes	Sparidae	Pagellus	Pagellus_erythrinus	60	Demersal	0	1	0	0	1	1	0	20	100	Oceanodromous	Oviparous	Protogynous	no	Both	Carnivorous	3.5	U
375	osteichthyen	Perciformes	Sparidae	Pagrus	Pagrus_auriga	80	Demersal	1	0	0	0	0	1	0	10	80	Oceanodromous	Oviparous	Protogynous	no	Gregarious	Carnivorous	3.8	U
376	osteichthyen	Perciformes	Sparidae	Pagrus	Pagrus_caeruleostictus	90	Demersal	1	0	0	0	0	1	0	20	80	Oceanodromous	Oviparous	Protogynous	no	Gregarious	Carnivorous	3.7	U
628	osteichthyen	Perciformes	Sparidae	Pagrus	Pagrus_major	100	Demersal	1	1	0	0	1	1	0	30	200	Oceanodromous	Viviparous	no	no	Gregarious	Carnivorous	3.7	W
377	osteichthyen	Perciformes	Sparidae	Pagrus	Pagrus_pagrus	80	Demersal	1	0	0	0	1	1	0	15	100	Oceanodromous	Oviparous	Protogynous	no	Solitary	Carnivorous	3.9	U
163	osteichthyen	Perciformes	Stromateidae	Pampus	Pampus_argenteus	65	Pelagic	1	0	0	1	1	0	0	1	30	Oceanodromous	Oviparous	no	no	Gregarious	Carnivorous	3.3	L
97	osteichthyen	Anguilliformes	Heterenchelyidae	Panturichthys	Panturichthys_fowleri	70	Benthic	0	1	0	0	1	0	0	30	60	NA	Oviparous	no	no	Solitary	Carnivorous	3.9	E
164	osteichthyen	Scorpaeniformes	Platycephalidae	Papilloculiceps	Papilloculiceps_longiceps	100	Benthic	1	1	0	0	1	1	0	1	15	no	Oviparous	no	no	Solitary	Carnivorous	4.1	L
378	osteichthyen	Perciformes	Blenniidae	Parablennius	Parablennius_gattorugine	30	Benthic	1	0	0	0	0	1	0	3	20	no	Oviparous	no	no	Solitary	Carnivorous	3.6	U
379	osteichthyen	Perciformes	Blenniidae	Parablennius	Parablennius_incognitus	8	Benthic	1	0	0	0	0	1	0	0.5	3	no	Oviparous	no	no	Solitary	Carnivorous	2.7	U
29	osteichthyen	Perciformes	Blenniidae	Parablennius	Parablennius_pilicornis	12	Benthic	1	0	0	0	0	1	1	1	5	no	Oviparous	no	no	Solitary	Carnivorous	3.2	A
380	osteichthyen	Perciformes	Blenniidae	Parablennius	Parablennius_rouxi	8	Benthic	1	0	0	0	1	1	0	3	30	no	Oviparous	no	no	Solitary	Carnivorous	3	U
381	osteichthyen	Perciformes	Blenniidae	Parablennius	Parablennius_sanguinolentus	22	Benthic	1	0	0	0	0	1	0	1	5	no	Oviparous	no	no	Solitary	Carnivorous	2.1	U
382	osteichthyen	Perciformes	Blenniidae	Parablennius	Parablennius_tentacularis	15	Benthic	1	0	0	0	1	0	0	5	15	no	Oviparous	no	no	Solitary	Carnivorous	3.3	U
98	osteichthyen	Perciformes	Blenniidae	Parablennius	Parablennius_zvonimiri	8	Benthic	1	0	0	0	0	1	1	1	5	no	Oviparous	no	no	Solitary	Carnivorous	2.6	E
99	osteichthyen	Aulopiformes	Paralepididae	Paralepis	Paralepis_coregonoides	50	Demersal	0	0	0	1	0	0	0	50	1000	Oceanodromous	Oviparous	no	no	Solitary	Omnivorous	4.1	E
100	osteichthyen	Aulopiformes	Paralepididae	Paralepis	Paralepis_speciosa	50	Pelagic	0	0	0	1	0	0	0	100	660	no	Oviparous	no	no	Solitary	Carnivorous	3.2	E
102	osteichthyen	Scorpaeniformes	Liparidae	Paraliparis	Paraliparis_murieli	NA	Demersal	0	0	0	1	0	0	0	500	600	no	Oviparous	no	no	NA	Carnivorous	3.5	E
30	osteichthyen	Perciformes	Haemulidae	Parapristipoma	Parapristipoma_octolineatum	50	Demersal	1	0	0	0	1	1	0	10	30	no	Oviparous	no	no	Gregarious	Carnivorous	3.6	A
165	osteichthyen	Beloniformes	Exocoetidae	Parexocoetus	Parexocoetus_mento	13	Pelagic	1	1	0	0	0	0	0	1	20	Oceanodromous	Oviparous	no	no	NA	Carnivorous	3.3	L
103	osteichthyen	Ophidiiformes	Ophidiidae	Parophidion	Parophidion_vassali	26	Benthic	0	1	0	0	0	1	1	20	100	NA	Oviparous	no	no	Solitary	Carnivorous	3.5	E
435	osteichthyen	Pleuronectiformes	Soleidae	Pegusa	Pegusa_impar	35	Benthic	1	0	0	0	1	0	0	30	100	no	Oviparous	no	no	Solitary	Carnivorous	3.3	U
620	osteichthyen	Pleuronectiformes	Soleidae	Pegusa	Pegusa_lascaris	40	Benthic	1	0	0	0	1	0	0	20	50	no	Oviparous	no	no	Solitary	Carnivorous	3.3	U
438	osteichthyen	Pleuronectiformes	Soleidae	Pegusa	Pegusa_nasuta	40	Benthic	1	0	0	0	1	0	0	1	150	no	Oviparous	no	no	Solitary	Carnivorous	3.4	U
166	osteichthyen	Perciformes	Terapontidae	Pelates	Pelates_quadrilineatus	12	Demersal	1	0	0	0	1	0	1	1	10	no	Oviparous	no	no	Gregarious	Carnivorous	3.5	L
167	osteichthyen	Perciformes	Pempheridae	Pempheris	Pempheris_vanicolensis	20	Demersal	1	0	0	0	0	1	0	3	50	no	Oviparous	no	no	Gregarious	Carnivorous	3.5	L
383	osteichthyen	Scorpaeniformes	Peristediidae	Peristedion	Peristedion_cataphractum	40	Benthic	0	1	1	0	1	0	0	50	500	Oceanodromous	Oviparous	no	no	Gregarious	Carnivorous	3.6	U
500	agnathe	Petromezontiformes	Petromyzonidae	Petromyzon	Petromyzon_marinus	120	Benthic	1	0	0	0	1	0	0	5	20	Anadromous	Oviparous	no	yes	NA	Carnivorous	4.4	U
638	osteichthyen	Perciformes	Blenniidae	Petroscirtes	Petroscirtes_ancylodon	12	Benthic	1	0	0	0	1	0	0	1	10	no	Oviparous	no	no	Gregarious	Carnivorous	2.1	L
384	osteichthyen	Gadiformes	Gadidae	Phycis	Phycis_blennoides	110	Demersal	0	0	0	1	1	0	0	100	450	Oceanodromous	Oviparous	no	no	NA	Carnivorous	3.7	U
385	osteichthyen	Gadiformes	Gadidae	Phycis	Phycis_phycis	60	Benthic	0	1	1	0	1	1	0	20	100	Oceanodromous	Oviparous	no	no	Solitary	Carnivorous	4.3	U
580	osteichthyen	Gadiformes	Moridae	Physiculus	Physiculus_dalwigki	30	Demersal	0	0	1	0	1	1	0	100	300	no	Oviparous	no	no	NA	Carnivorous	3.4	U
31	osteichthyen	Perciformes	Pinguipedidae	Pinguipes	Pinguipes_brasilianus	70	Demersal	0	1	0	0	1	0	1	60	150	no	Oviparous	no	no	Solitary	Carnivorous	3.8	A
32	osteichthyen	Anguilliformes	Ophichthidae	Pisodonophis	Pisodonophis_semicinctus	80	Demersal	0	1	0	0	1	0	0	10	30	no	Oviparous	no	no	Solitary	Carnivorous	3.6	A
629	osteichthyen	Perciformes	Ephippidae	Platax	Platax_teira	70	Benthic	1	0	0	0	0	0	1	1	70	Amphidromous	Oviparous	no	no	Gregarious	Carnivorous	4	W
386	osteichthyen	Pleuronectiformes	Pleuronectidae	Platichthys	Platichthys_flesus_flesus	60	Benthic	1	0	0	0	1	0	0	1	25	Catadromous	Oviparous	no	no	Solitary	Carnivorous	3.3	U
104	osteichthyen	Pleuronectiformes	Pleuronectidae	Platichthys	Platichthys_flesus_luscus	55	Benthic	1	0	0	0	1	0	0	1	25	Catadromous	Oviparous	no	no	Solitary	Carnivorous	3.3	E
168	osteichthyen	Scorpaeniformes	Platycephalidae	Platycephalus	Platycephalus_indicus	100	Benthic	1	0	0	0	1	1	0	20	200	Oceanodromous	Oviparous	no	no	Solitary	Carnivorous	3.6	L
387	osteichthyen	Perciformes	Haemulidae	Plectothinchus	Plectorhinchus_mediterraneus	80	Demersal	1	0	0	0	1	0	0	5	50	no	Oviparous	no	no	Gregarious	Carnivorous	3.5	U
